Time,ADAUSDT,BATUSDT,BTCUSDT,BTTUSDT,DASHUSDT,EOSUSDT,ETCUSDT,ETHUSDT,HOTUSDT,IOTAUSDT,LINKUSDT,LTCUSDT,NEOUSDT,OMGUSDT,QTUMUSDT,THETAUSDT,TRXUSDT,VETUSDT,XLMUSDT,XMRUSDT,XRPUSDT
1613077200000,0.92108,0.5983,46884.84,0.0011669,161.78,4.4385,11.3955,1768.59,0.0013078,1.1524,27.3884,182.86,36.524,5.8756,7.355,2.87184,0.05166,0.040577,0.45059,183.82,0.51617
1613080800000,0.94468,0.6115,47712.94,0.0011819,164.14,4.5307,11.584,1781.46,0.0012993,1.2347,27.6169,186.13,36.963,5.9348,7.583,2.93918,0.055,0.042343,0.45822,190.38,0.52435
1613084400000,0.92796,0.5912,47969.51,0.0011977,164.6,4.5833,11.7205,1785.62,0.001292,1.1757,27.8475,183.62,36.297,5.9635,7.411,2.92562,0.05681,0.042558,0.45604,190.49,0.52806
1613088000000,0.93677,0.6099,47990.0,0.00131,166.1,4.5496,11.9306,1791.46,0.0013151,1.18,27.4847,185.12,37.175,6.0268,7.349,2.94516,0.05625,0.047234,0.45602,201.32,0.52309
1613091600000,0.91729,0.6021,48477.5,0.0013007,167.55,4.5248,12.1578,1789.34,0.0013182,1.1706,27.5999,187.05,37.212,5.9939,7.412,2.94491,0.0559,0.046744,0.45511,202.67,0.53005
1613095200000,0.90859,0.5949,47935.66,0.0012535,167.69,4.5013,11.9273,1775.11,0.0012974,1.1433,27.3191,184.51,36.437,5.9283,7.354,2.92003,0.05465,0.045704,0.46915,205.62,0.56391
1613098800000,0.88859,0.5709,47587.31,0.0012689,163.09,4.4079,11.7877,1764.57,0.0012691,1.1142,27.0531,182.21,36.149,5.8415,7.062,2.91788,0.05407,0.044655,0.45615,201.62,0.55881
1613102400000,0.90494,0.5742,47271.55,0.001232,161.41,4.3418,11.5528,1749.34,0.0012418,1.1383,27.2235,180.13,36.198,5.7784,7.117,2.95158,0.05391,0.04429,0.45157,210.53,0.55009
1613106000000,0.8985,0.6277,47257.09,0.00123,162.37,4.3887,11.7126,1761.47,0.0013118,1.1209,27.3114,182.08,36.862,5.8461,7.184,2.97741,0.05457,0.044357,0.45346,213.37,0.55688
1613109600000,0.90846,0.6643,47380.16,0.0012283,162.36,4.4025,11.6813,1762.0,0.0013074,1.1614,27.3212,182.91,37.056,5.8851,7.364,2.99065,0.0543,0.046007,0.45473,209.81,0.55749
1613113200000,0.90573,0.657,47318.81,0.0012212,162.76,4.3737,11.4574,1768.28,0.0012824,1.1886,27.4543,182.54,36.719,5.9517,7.784,2.98867,0.05468,0.046539,0.45377,208.33,0.55543
1613116800000,0.90831,0.6621,47117.86,0.0012132,160.2,4.4173,11.4568,1765.86,0.0012712,1.1482,27.5877,183.81,36.467,5.9454,8.232,3.00262,0.0545,0.045685,0.45561,201.31,0.56676
1613120400000,0.92408,0.6489,47337.0,0.0012598,162.06,4.4909,11.6341,1765.87,0.0012996,1.1411,27.7818,184.89,36.29,5.9997,7.583,3.03047,0.05617,0.046061,0.46528,198.49,0.58925
1613124000000,0.91892,0.6659,47381.16,0.0012495,164.26,4.4827,11.5556,1766.21,0.0012922,1.156,27.7678,185.14,36.508,6.1215,7.694,3.03603,0.05499,0.046194,0.47056,199.72,0.59184
1613127600000,0.91068,0.6473,47562.42,0.0012472,165.34,4.5115,11.6289,1775.61,0.0013159,1.2309,28.1347,186.09,36.449,6.2809,7.718,3.01641,0.05493,0.046803,0.46871,200.17,0.5807
1613131200000,0.91545,0.6431,47669.82,0.0012562,162.54,4.659,11.7403,1778.58,0.0013032,1.1768,27.9168,187.65,36.512,6.1721,7.64,2.97712,0.05528,0.045634,0.46957,198.9,0.58491
1613134800000,0.946,0.6435,47871.4,0.0012508,166.39,4.7037,11.8239,1790.99,0.0013062,1.2017,28.412,188.83,37.449,6.1855,7.463,3.00207,0.0558,0.046223,0.47477,199.35,0.584
1613138400000,0.9045,0.6229,46547.5,0.0012174,159.84,4.4646,11.2783,1760.46,0.001246,1.1525,27.6229,181.01,36.152,5.9455,7.4,2.91736,0.05317,0.044648,0.45573,196.21,0.56859
1613142000000,0.92039,0.6336,47021.05,0.0012273,162.76,4.601,11.5018,1789.03,0.0013836,1.1807,28.4246,184.07,36.568,6.0168,7.178,2.94972,0.05428,0.048339,0.46345,199.15,0.58707
1613145600000,0.92086,0.6483,47614.4,0.001238,164.57,4.7168,11.7008,1823.83,0.0013994,1.2224,29.9476,187.97,37.289,6.09,7.297,2.97525,0.05399,0.048714,0.48174,201.0,0.58353
1613149200000,0.91718,0.6407,47713.82,0.00127,164.15,4.7067,11.7197,1845.79,0.0014978,1.1948,29.9744,190.01,37.287,6.1555,7.396,3.03011,0.05459,0.049343,0.48416,201.84,0.58427
1613152800000,0.92243,0.6291,47269.25,0.0012736,162.32,4.6797,11.6697,1827.0,0.001408,1.1829,30.2183,188.56,36.99,6.1144,7.246,2.9987,0.05454,0.0529,0.48339,203.13,0.5783
1613156400000,0.91647,0.6226,47272.95,0.0012431,162.63,4.811,11.6898,1840.36,0.0014118,1.1839,30.464,189.9,37.978,6.2183,7.227,2.99385,0.05516,0.056258,0.49735,203.23,0.57359
1613160000000,0.91449,0.63,47577.49,0.001248,165.17,4.7755,11.656,1848.68,0.0013878,1.2114,30.275,193.53,37.573,6.1581,7.209,2.98199,0.0546,0.054015,0.52999,203.86,0.57825
1613163600000,0.91878,0.6299,47860.54,0.0012587,165.27,4.8046,11.7767,1848.6,0.0014041,1.2249,30.5107,194.73,37.73,6.1306,7.33,3.03581,0.05528,0.056555,0.51424,204.12,0.58618
1613167200000,0.92776,0.629,47841.17,0.0012669,169.46,4.7609,11.8346,1850.92,0.0014233,1.2521,31.1042,196.6,38.139,6.2106,7.386,3.04587,0.05603,0.055862,0.52141,201.41,0.5956
1613170800000,0.92426,0.6278,47287.6,0.001261,169.76,4.7489,11.9265,1840.26,0.0014056,1.2363,30.6265,196.69,37.572,6.1436,7.345,2.99681,0.05515,0.054359,0.52853,200.64,0.609
1613174400000,0.93694,0.6318,47459.54,0.0012612,173.03,4.7925,12.1203,1856.43,0.0014242,1.266,31.358,202.35,38.28,6.4209,7.52,3.02305,0.05615,0.057898,0.56321,203.53,0.61699
1613178000000,0.94743,0.6409,47626.98,0.0012993,174.16,4.8099,12.0759,1852.31,0.001406,1.2976,31.8056,204.98,38.573,6.4325,7.502,3.0634,0.05747,0.055747,0.5709,202.0,0.61849
1613181600000,0.9427,0.6432,47839.77,0.001284,173.78,4.8459,12.1374,1861.27,0.0014053,1.3005,31.8121,202.58,38.585,6.4151,7.45,3.05631,0.05713,0.056195,0.593,201.72,0.64163
1613185200000,0.93479,0.65,47829.22,0.0012758,178.26,4.9109,12.2707,1863.87,0.0014243,1.4028,31.5207,206.15,38.875,6.4823,7.485,3.09879,0.05679,0.056802,0.58646,201.69,0.6271
1613188800000,0.92995,0.6767,47904.7,0.0012842,178.49,4.8741,12.3321,1858.24,0.0014336,1.3882,31.2611,209.2,38.914,6.469,7.432,3.07446,0.05704,0.060394,0.58534,207.44,0.63387
1613192400000,0.91966,0.6503,47888.0,0.0012917,183.98,4.9308,12.4594,1849.43,0.00143,1.3797,30.9817,206.41,38.227,6.4577,7.348,3.06476,0.05757,0.057203,0.57462,205.77,0.62421
1613196000000,0.92014,0.6466,47728.26,0.0012725,185.69,4.8759,12.58,1841.23,0.0014328,1.3749,30.8717,204.03,38.243,6.5199,7.361,3.34105,0.05668,0.05651,0.57861,203.84,0.61994
1613199600000,0.90184,0.6181,46995.72,0.0012378,188.34,4.709,12.05,1806.6,0.0014071,1.2862,30.1054,199.14,36.697,6.2815,7.099,3.1674,0.05463,0.053906,0.55552,200.25,0.5995
1613203200000,0.92011,0.6372,47429.93,0.0012573,199.75,4.859,12.5158,1827.29,0.0014325,1.3379,31.0227,203.52,38.052,6.92,7.303,3.29777,0.05578,0.055767,0.57246,208.42,0.61515
1613206800000,0.91329,0.6349,47205.53,0.0012539,218.09,4.841,12.8632,1828.95,0.001432,1.3288,30.7134,202.76,37.855,6.8805,7.217,3.25607,0.0557,0.054616,0.56518,213.18,0.60575
1613210400000,0.89157,0.6,46709.17,0.0012209,203.92,4.6876,12.2545,1796.63,0.0013706,1.251,29.7003,196.61,36.555,6.4003,7.096,3.1341,0.05341,0.0513,0.53487,215.16,0.57445
1613214000000,0.86736,0.5992,46589.2,0.0011763,205.65,4.6584,12.2006,1782.95,0.0013323,1.2531,29.6728,196.42,36.634,6.5006,7.037,3.14348,0.0533,0.051968,0.54162,210.9,0.57632
1613217600000,0.89508,0.6072,46879.81,0.0011977,215.62,4.7573,12.3219,1795.84,0.0013793,1.2682,30.0414,200.75,37.105,6.6362,7.122,3.2235,0.05423,0.055304,0.5493,214.32,0.58719
1613221200000,0.89609,0.6165,46971.43,0.0012143,215.01,4.834,12.2901,1806.02,0.0013967,1.2819,30.5763,205.06,37.454,6.7989,7.183,3.29727,0.05499,0.053279,0.55851,216.55,0.60182
1613224800000,0.8942,0.621,46946.9,0.0012275,218.71,5.0707,12.441,1807.36,0.00141,1.2848,30.6317,206.34,38.301,6.8402,7.207,3.32426,0.05573,0.05333,0.55834,213.9,0.59659
1613228400000,0.897,0.6193,47076.01,0.001229,231.62,5.2573,12.795,1816.54,0.0014071,1.2883,30.5032,214.96,38.415,6.8414,7.388,3.39,0.05654,0.052753,0.57235,218.09,0.6134
1613232000000,0.89472,0.6139,47136.89,0.0012486,265.94,5.2343,12.7441,1809.26,0.0013921,1.275,30.78,213.92,38.182,6.7571,7.366,3.33904,0.05984,0.052297,0.55576,229.32,0.61056
1613235600000,0.8823,0.6075,46855.24,0.0012159,260.75,5.1787,14.6777,1793.64,0.0013695,1.2841,30.4375,212.74,39.334,6.8024,7.194,3.3053,0.05921,0.052989,0.5453,241.65,0.607
1613239200000,0.87621,0.6063,46792.05,0.0012111,265.64,5.1887,15.4607,1801.3,0.0013749,1.3025,31.0888,215.67,41.938,7.1834,7.22,3.27484,0.05886,0.05333,0.55601,241.82,0.61606
1613242800000,0.8882,0.6182,46870.15,0.0012002,256.83,5.3305,15.458,1799.44,0.0013554,1.3041,31.6081,222.02,41.591,7.243,7.305,3.24475,0.05812,0.05322,0.55438,233.92,0.60991
1613246400000,0.88766,0.6178,46934.06,0.0012248,258.5,5.421,16.865,1800.0,0.0013603,1.3345,31.6607,224.3,42.315,7.3102,7.361,3.34251,0.05937,0.053222,0.55181,238.4,0.61627
1613250000000,0.88647,0.6107,47130.82,0.0012109,254.02,5.3117,16.1092,1812.06,0.0013669,1.35,33.7007,221.61,42.123,7.5588,7.417,3.30046,0.05888,0.051985,0.54921,236.69,0.61614
1613253600000,0.89849,0.6186,47058.88,0.0012195,262.67,5.346,16.3769,1815.0,0.0013759,1.3461,33.85,223.15,42.397,7.9026,7.51,3.35782,0.05902,0.053643,0.55734,240.21,0.62878
1613257200000,0.91299,0.6175,47153.69,0.001243,267.61,5.5562,16.6377,1814.96,0.0013934,1.3157,34.1941,225.76,42.415,7.6958,7.718,3.34869,0.05995,0.054766,0.56456,240.99,0.63309
1613260800000,0.90253,0.6169,47594.52,0.0012193,260.36,5.505,15.8893,1832.13,0.0013835,1.3074,34.1669,221.17,42.099,7.523,7.528,3.46896,0.05893,0.054611,0.55819,235.41,0.62734
1613264400000,0.9009,0.6244,47471.23,0.0012101,257.86,5.505,16.1016,1833.0,0.001411,1.3,33.8435,222.51,42.19,7.5255,7.451,3.40951,0.05883,0.055326,0.56934,235.45,0.63
1613268000000,0.88962,0.6119,47378.87,0.0012186,252.7,5.429,16.4873,1823.99,0.001395,1.2664,34.1997,221.99,41.473,7.3943,7.479,3.41676,0.05785,0.057343,0.55984,231.0,0.61255
1613271600000,0.87239,0.5933,47267.21,0.00119,246.0,5.2793,16.3541,1809.03,0.0014025,1.2344,34.2302,215.37,40.846,7.2652,7.394,3.3384,0.05649,0.054877,0.55401,227.71,0.60282
1613275200000,0.88105,0.5964,47551.25,0.0012028,251.99,5.3698,16.45,1816.91,0.0013875,1.2568,34.4081,219.3,41.635,7.2837,7.47,3.32833,0.05763,0.055353,0.55627,230.95,0.61132
1613278800000,0.86687,0.5874,48929.18,0.0011888,244.57,5.3335,16.0469,1840.21,0.0013776,1.2584,33.4913,217.59,40.89,7.0215,7.327,3.23125,0.05727,0.05309,0.54753,229.11,0.60769
1613282400000,0.88194,0.6061,48745.29,0.0011951,250.5,5.3925,16.1764,1837.01,0.0013715,1.2859,34.6222,223.15,41.35,7.228,7.386,3.2453,0.05783,0.053983,0.5533,233.63,0.61384
1613286000000,0.8761,0.596,48725.18,0.0012115,246.12,5.3633,15.9862,1831.7,0.0013602,1.2614,34.8556,228.82,40.846,7.1857,7.402,3.26164,0.05771,0.052972,0.55545,228.94,0.61937
1613289600000,0.87951,0.6115,48710.17,0.0012078,242.01,5.4017,16.2286,1829.36,0.0013704,1.269,34.4411,224.64,42.199,7.2335,7.389,3.24,0.05826,0.053649,0.55451,228.45,0.61729
1613293200000,0.8754,0.6008,49134.33,0.001202,241.08,5.41,16.4406,1838.84,0.0013699,1.2725,34.8485,224.55,45.506,7.1801,7.444,3.2547,0.05837,0.052949,0.54867,232.98,0.61529
1613296800000,0.86668,0.5928,49024.21,0.0011916,241.3,5.3586,17.4399,1835.84,0.0013737,1.2584,34.1199,223.01,46.479,7.1206,7.413,3.19429,0.05773,0.052829,0.53879,235.01,0.60735
1613300400000,0.87266,0.5904,49055.16,0.0011976,246.99,5.3335,17.1792,1831.88,0.0013755,1.2741,33.7962,222.21,46.019,7.2481,7.408,3.22951,0.0578,0.052368,0.5452,236.75,0.60915
1613304000000,0.858,0.5856,49436.86,0.001199,241.67,5.3581,17.0527,1838.17,0.0013427,1.2179,33.6805,224.8,45.02,6.9963,7.287,3.18309,0.05704,0.051096,0.53693,235.64,0.59878
1613307600000,0.83845,0.5614,48759.63,0.001153,232.43,5.1414,16.6103,1811.46,0.0012844,1.1895,33.1785,216.61,43.555,6.7601,7.015,3.1157,0.05475,0.050504,0.51954,227.45,0.58459
1613311200000,0.82902,0.5533,48757.38,0.0011197,230.76,5.0377,16.3444,1806.99,0.0012841,1.1767,33.083,215.17,43.222,6.6755,6.997,3.13463,0.05368,0.050499,0.50911,230.13,0.57869
1613314800000,0.83298,0.5563,48541.18,0.001115,227.1,5.0417,16.0282,1799.05,0.0012654,1.1845,32.7787,212.5,43.362,6.7764,7.026,3.14876,0.05406,0.050791,0.51963,229.01,0.58881
1613318400000,0.85622,0.5741,49006.74,0.001172,236.36,5.1987,16.8774,1809.99,0.0013089,1.2244,33.6885,217.45,45.669,6.9206,7.115,3.259,0.05555,0.052083,0.53311,238.27,0.59859
1613322000000,0.8388,0.5611,48619.19,0.0011338,232.71,5.0093,16.0711,1802.6,0.0012857,1.1706,33.0735,213.0,43.728,6.6841,6.938,3.24903,0.05435,0.05091,0.51303,230.06,0.58471
1613325600000,0.84216,0.5602,48739.99,0.0011363,236.18,5.0457,16.2059,1806.89,0.0012887,1.1849,33.4575,214.65,44.283,6.7326,6.989,3.33722,0.05499,0.051474,0.51865,230.84,0.59011
1613329200000,0.84526,0.559,48693.39,0.0011262,240.71,5.0781,16.1442,1804.55,0.001288,1.1887,32.9475,212.71,44.082,6.7321,6.94,3.35085,0.05507,0.051197,0.51766,231.34,0.59415
1613332800000,0.86847,0.569,48929.5,0.0011362,239.38,5.1565,16.0395,1817.4,0.001307,1.2213,33.5408,216.0,45.161,6.9251,7.099,3.36715,0.05604,0.0535,0.52799,233.46,0.59974
1613336400000,0.87533,0.5776,48822.66,0.00117,239.9,5.2182,16.3339,1827.06,0.0013109,1.2454,34.0617,218.27,45.616,6.89,7.123,3.3818,0.0569,0.053576,0.53345,237.35,0.60585
1613340000000,0.86533,0.5658,49012.94,0.0011529,237.44,5.1805,16.2439,1823.82,0.0013151,1.2232,34.109,218.59,44.704,6.9151,7.01,3.28266,0.05632,0.05491,0.52874,234.57,0.60508
1613343600000,0.84364,0.5586,48577.79,0.0011389,230.69,5.0667,16.072,1800.42,0.0012804,1.1903,33.1565,213.49,43.942,6.6903,6.986,3.18318,0.05519,0.052161,0.51591,230.14,0.59211
1613347200000,0.85843,0.5607,48763.62,0.0011576,233.99,5.2368,16.4776,1806.49,0.0012846,1.2366,33.5076,214.03,44.871,6.7889,7.035,3.26275,0.05579,0.052517,0.51756,231.81,0.59642
1613350800000,0.82131,0.5209,48011.44,0.0010956,217.11,4.72,15.0,1753.35,0.0012403,1.14,31.2694,205.15,41.451,6.2997,6.651,3.12375,0.05029,0.049195,0.48607,222.34,0.56683
1613354400000,0.7789,0.498,46874.02,0.001029,210.32,4.5001,14.3781,1719.47,0.0011987,1.0392,30.1555,196.48,39.04,5.9517,6.045,3.07265,0.04838,0.047124,0.46194,212.17,0.54364
1613358000000,0.80493,0.5078,47120.3,0.0010339,212.71,4.5853,14.5567,1727.64,0.001193,1.0289,30.7992,199.13,40.298,6.0022,6.221,3.12,0.04887,0.048247,0.47176,215.72,0.5494
1613361600000,0.78274,0.4978,46866.57,0.0009849,213.61,4.5511,14.1371,1723.68,0.001178,1.0079,31.0693,196.97,39.569,5.9291,6.258,3.16998,0.04801,0.047265,0.46556,207.3,0.53926
1613365200000,0.7822,0.5078,46722.49,0.0010028,214.7,4.5537,14.2303,1723.38,0.0011911,1.0344,31.1154,196.83,39.832,5.9468,6.245,3.29866,0.04856,0.048232,0.46823,207.01,0.5392
1613368800000,0.80887,0.5265,46887.36,0.0010717,221.93,4.641,14.4908,1736.75,0.0012298,1.0623,31.6806,201.02,41.83,6.1195,6.299,3.42774,0.04984,0.049495,0.48238,209.13,0.55315
1613372400000,0.81643,0.5309,47267.06,0.0010741,235.63,4.6884,14.9041,1749.67,0.001245,1.1054,31.8887,201.97,41.982,6.2783,6.468,3.43146,0.05128,0.050693,0.49268,215.25,0.56251
1613376000000,0.842,0.5377,47599.99,0.0010954,252.61,4.7365,15.0531,1763.26,0.0012699,1.1619,32.1786,205.17,42.475,6.3759,6.562,3.489,0.05198,0.05095,0.49514,219.01,0.56759
1613379600000,0.82923,0.5266,47505.66,0.001072,258.38,4.6822,14.8869,1762.67,0.0012628,1.1289,31.8606,203.19,41.455,6.261,6.437,3.37984,0.05136,0.050586,0.48991,218.0,0.55724
1613383200000,0.84293,0.5362,47849.99,0.0010774,263.14,4.7842,15.2802,1771.89,0.0012725,1.1441,32.8217,209.28,42.414,6.4485,6.524,3.45705,0.05239,0.051087,0.49968,219.8,0.56769
1613386800000,0.84408,0.5456,47802.66,0.0010847,259.97,4.8173,15.1976,1787.48,0.0012693,1.131,33.0,208.27,42.551,6.5145,6.559,3.47574,0.05287,0.051199,0.50536,220.16,0.57159
1613390400000,0.86344,0.5569,47951.01,0.0011121,263.94,4.8494,15.3225,1805.14,0.0012769,1.1443,33.7724,209.88,42.606,6.5784,6.623,3.64273,0.05294,0.053021,0.51107,220.09,0.57632
1613394000000,0.88035,0.5653,47960.73,0.0011156,275.53,4.8741,15.5372,1803.01,0.001332,1.1609,33.7133,210.53,42.738,6.5653,6.649,3.58631,0.05361,0.052483,0.52336,221.83,0.57693
1613397600000,0.86022,0.5492,47564.16,0.0011093,266.0,4.781,15.1508,1785.2,0.0012906,1.1697,33.235,206.45,41.827,6.3638,6.565,3.46637,0.05236,0.0505,0.51229,218.55,0.5639
1613401200000,0.87429,0.566,47938.83,0.0011723,276.52,4.9021,15.6157,1810.28,0.0013249,1.1973,34.4,211.6,43.385,6.5504,6.791,3.48497,0.0536,0.051782,0.52785,222.47,0.57497
1613404800000,0.88098,0.5769,48494.96,0.001174,268.71,5.031,15.8586,1819.83,0.0013888,1.2129,34.3705,217.36,44.0,6.6781,6.826,3.41787,0.05437,0.052452,0.5294,227.71,0.58041
1613408400000,0.87285,0.5784,48562.31,0.0011575,264.86,5.0022,15.6864,1818.42,0.0013555,1.27,34.3088,216.96,43.978,6.6226,6.735,3.46396,0.05426,0.053165,0.52953,228.4,0.58092
1613412000000,0.87294,0.5796,48358.99,0.0011582,261.58,4.9428,15.4393,1805.69,0.0013465,1.2599,34.0125,214.89,43.665,6.5369,6.699,3.47,0.05386,0.054534,0.52754,224.34,0.57563
1613415600000,0.87807,0.5815,48657.31,0.0011675,260.91,5.0127,15.5475,1824.71,0.0013635,1.2589,34.1805,218.9,44.633,6.8146,6.792,3.49385,0.05409,0.055727,0.53659,228.01,0.57857
1613419200000,0.89547,0.5722,48580.99,0.001156,251.72,4.8788,15.2519,1825.67,0.001323,1.3683,34.0917,217.09,43.343,6.604,6.638,3.40904,0.0532,0.05448,0.52103,223.79,0.56895
1613422800000,0.84,0.5425,48207.54,0.001104,247.14,4.7324,14.6536,1789.23,0.0012568,1.2566,32.7095,211.16,41.246,6.2441,6.414,3.32376,0.0516,0.051057,0.49133,221.22,0.55679
1613426400000,0.86557,0.5556,48284.89,0.001125,270.49,4.8135,15.1143,1798.67,0.0013151,1.3231,33.2275,213.58,42.483,6.4109,6.532,3.50281,0.05206,0.052773,0.50709,226.4,0.56454
1613430000000,0.86143,0.5392,47911.1,0.0011101,259.69,4.7148,14.6826,1779.25,0.0012961,1.2719,32.5899,207.83,41.575,6.1937,6.412,3.38903,0.05079,0.051032,0.49474,228.21,0.54976
1613433600000,0.86019,0.5454,47669.02,0.0011198,257.78,4.663,14.727,1774.66,0.0012885,1.343,32.1063,206.76,41.776,6.2473,6.406,3.40632,0.05101,0.051148,0.49459,223.21,0.55251
1613437200000,0.88334,0.5767,48305.28,0.0011672,265.74,4.8101,15.0841,1801.49,0.0013076,1.3584,32.7027,215.09,42.546,6.3278,6.593,3.55316,0.05259,0.053034,0.5049,226.21,0.56474
1613440800000,0.88705,0.5721,48442.06,0.0011904,264.77,4.8119,15.18,1799.29,0.0013229,1.3339,32.7206,214.57,43.042,6.3462,6.609,3.52676,0.05269,0.053531,0.50818,228.04,0.56656
1613444400000,0.87982,0.57,49624.03,0.001226,263.09,4.8951,15.3285,1822.0,0.0013324,1.3539,32.8918,217.57,43.089,6.4755,6.672,3.50267,0.05372,0.053458,0.50421,229.65,0.57566
1613448000000,0.87764,0.5687,49350.01,0.001232,260.14,4.8549,15.2711,1812.98,0.0013402,1.324,32.6664,215.16,43.175,6.5032,6.613,3.52849,0.05487,0.05223,0.51134,226.5,0.57276
1613451600000,0.88134,0.5663,49179.03,0.0012486,259.58,4.8392,15.1127,1808.85,0.0013532,1.344,32.3731,214.2,42.998,6.4476,6.593,3.45353,0.05387,0.052168,0.504,226.05,0.56868
1613455200000,0.87631,0.5688,49023.74,0.0012098,268.24,4.8298,15.108,1797.09,0.0013394,1.341,32.3305,213.57,43.197,6.4199,6.554,3.45105,0.05387,0.051848,0.5037,227.51,0.5617
1613458800000,0.87379,0.5619,49163.46,0.001216,265.04,4.8276,15.0316,1797.57,0.0013503,1.3376,32.3999,214.67,43.116,6.3919,6.535,3.46156,0.05289,0.051516,0.5034,228.74,0.5614
1613462400000,0.89615,0.5855,49293.26,0.0012124,264.77,4.889,15.1557,1809.02,0.0013615,1.3624,33.2772,217.27,43.716,6.5005,6.665,3.43112,0.05338,0.052607,0.50994,229.56,0.56204
1613466000000,0.8969,0.582,49283.3,0.0011968,266.16,4.8599,15.0691,1802.16,0.0013644,1.3304,32.945,216.53,43.769,6.455,6.706,3.40306,0.05339,0.05206,0.50516,231.46,0.5604
1613469600000,0.8996,0.5862,49020.0,0.0012278,267.0,4.8858,15.1326,1794.68,0.0013537,1.3326,32.9131,214.54,43.398,6.4163,6.664,3.38695,0.05368,0.05195,0.50486,228.58,0.5581
1613473200000,0.88626,0.5653,48915.48,0.0011888,260.4,4.79,14.7177,1783.13,0.0013284,1.2935,32.3379,213.27,42.602,6.2715,6.533,3.34588,0.05254,0.050558,0.49501,224.87,0.54059
1613476800000,0.8855,0.5629,49650.01,0.001187,259.4,4.8079,14.894,1801.18,0.0013222,1.2919,32.2905,215.7,42.628,6.294,6.54,3.3646,0.05261,0.05112,0.4975,223.79,0.54425
1613480400000,0.87318,0.5528,48950.89,0.0011804,257.02,4.721,14.5794,1777.53,0.0013244,1.2782,31.9961,211.74,42.251,6.2225,6.453,3.33685,0.05199,0.050573,0.49261,220.63,0.53328
1613484000000,0.88096,0.5552,49289.4,0.001186,261.76,4.7261,14.5891,1782.89,0.0013175,1.2892,32.2447,212.64,42.474,6.2725,6.499,3.34036,0.0524,0.050742,0.49727,221.97,0.53557
1613487600000,0.87848,0.5462,48956.91,0.0011718,258.13,4.6658,14.5014,1773.22,0.0012977,1.2871,31.7232,209.93,42.248,6.2026,6.426,3.31359,0.05191,0.050395,0.49019,220.72,0.53068
1613491200000,0.85119,0.5232,48167.68,0.001121,248.0,4.4259,13.98,1749.26,0.0012531,1.2275,30.8649,203.23,40.405,5.968,6.228,3.22593,0.04993,0.047752,0.47178,214.43,0.50564
1613494800000,0.85995,0.5453,48230.5,0.0011266,252.94,4.513,14.1838,1752.07,0.0012815,1.2523,31.4468,206.58,40.692,6.02,6.25,3.26686,0.05098,0.048551,0.47961,215.33,0.51761
1613498400000,0.87155,0.5475,48616.79,0.0011426,255.95,4.6075,14.32,1758.19,0.0012828,1.2678,31.9211,208.0,41.235,6.0897,6.334,3.29429,0.05136,0.0497,0.48802,216.02,0.52172
1613502000000,0.86264,0.5483,48537.39,0.0011391,251.93,4.5406,14.1466,1752.08,0.0012891,1.2541,31.6602,206.64,40.434,6.0686,6.245,3.27984,0.05087,0.049168,0.47645,214.25,0.52096
1613505600000,0.86223,0.5381,48769.27,0.0011365,247.52,4.5301,14.0185,1752.14,0.0012612,1.2381,31.4207,205.51,40.213,6.0444,6.233,3.27347,0.05059,0.049788,0.48257,217.0,0.51149
1613509200000,0.86829,0.5347,48575.07,0.0011366,244.38,4.5124,13.98,1752.62,0.0012572,1.2316,31.5669,206.16,39.995,5.9938,6.275,3.30423,0.0503,0.048959,0.47715,215.79,0.50337
1613512800000,0.87365,0.5461,49108.68,0.0011849,250.02,4.6101,14.1627,1768.49,0.0012879,1.2685,31.6727,209.48,40.773,6.0569,6.376,3.38182,0.05129,0.049968,0.487,219.47,0.51459
1613516400000,0.87,0.5573,49133.45,0.0011799,249.46,4.6447,14.3907,1781.99,0.0012916,1.2548,31.9632,210.26,40.945,6.1716,6.426,3.40843,0.05202,0.049319,0.48534,221.48,0.51995
1613520000000,0.86308,0.5386,49079.99,0.0011372,241.08,4.5821,14.2887,1765.18,0.0012898,1.2301,31.254,208.25,40.056,5.9748,6.256,3.34791,0.05114,0.048194,0.47883,221.7,0.51266
1613523600000,0.85699,0.533,49282.8,0.0011518,241.75,4.5745,14.674,1761.25,0.0012911,1.2346,31.0973,207.98,40.092,6.0146,6.282,3.38278,0.0515,0.048143,0.47464,226.93,0.51556
1613527200000,0.85974,0.5393,49654.89,0.0011654,245.04,4.6184,14.55,1770.17,0.0012905,1.247,31.1488,210.77,40.564,6.1231,6.362,3.3231,0.05164,0.04854,0.4812,232.6,0.52382
1613530800000,0.84459,0.5322,49657.38,0.0011427,241.64,4.5239,14.1975,1753.61,0.0012573,1.2091,30.5007,208.91,39.781,5.9205,6.165,3.36009,0.05055,0.047431,0.46912,236.49,0.51563
1613534400000,0.8275,0.5091,49345.38,0.0011232,236.87,4.4488,13.7398,1738.77,0.0012558,1.1937,30.15,204.46,38.754,5.7458,6.029,3.34844,0.04908,0.046135,0.46132,232.22,0.50085
1613538000000,0.836,0.5244,49706.8,0.0011257,240.86,4.4966,14.016,1747.48,0.0012532,1.2198,30.2524,208.45,39.29,5.804,6.095,3.26459,0.04982,0.047211,0.46075,239.56,0.49833
